well,serum,dilution_factor,replicate,fastq
A1,flu-seqneut-2026-VIDRL-001_pre-vax,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_1_S1_L001_R1_001.fastq.gz
B1,flu-seqneut-2026-VIDRL-001_pre-vax,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_2_S2_L001_R1_001.fastq.gz
C1,flu-seqneut-2026-VIDRL-001_pre-vax,212,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_3_S3_L001_R1_001.fastq.gz
D1,flu-seqneut-2026-VIDRL-001_pre-vax,487,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_4_S4_L001_R1_001.fastq.gz
E1,flu-seqneut-2026-VIDRL-001_pre-vax,1119,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_5_S5_L001_R1_001.fastq.gz
F1,flu-seqneut-2026-VIDRL-001_pre-vax,2575,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_6_S6_L001_R1_001.fastq.gz
G1,flu-seqneut-2026-VIDRL-001_pre-vax,5921,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_7_S7_L001_R1_001.fastq.gz
H1,flu-seqneut-2026-VIDRL-001_pre-vax,13619,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_8_S8_L001_R1_001.fastq.gz
A2,flu-seqneut-2026-VIDRL-001_post-vax,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_9_S9_L001_R1_001.fastq.gz
B2,flu-seqneut-2026-VIDRL-001_post-vax,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_10_S10_L001_R1_001.fastq.gz
C2,flu-seqneut-2026-VIDRL-001_post-vax,212,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_11_S11_L001_R1_001.fastq.gz
D2,flu-seqneut-2026-VIDRL-001_post-vax,487,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_12_S12_L001_R1_001.fastq.gz
E2,flu-seqneut-2026-VIDRL-001_post-vax,1119,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_13_S13_L001_R1_001.fastq.gz
F2,flu-seqneut-2026-VIDRL-001_post-vax,2575,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_14_S14_L001_R1_001.fastq.gz
G2,flu-seqneut-2026-VIDRL-001_post-vax,5921,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_15_S15_L001_R1_001.fastq.gz
H2,flu-seqneut-2026-VIDRL-001_post-vax,13619,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_16_S16_L001_R1_001.fastq.gz
A3,flu-seqneut-2026-VIDRL-002_pre-vax,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_17_S17_L001_R1_001.fastq.gz
B3,flu-seqneut-2026-VIDRL-002_pre-vax,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_18_S18_L001_R1_001.fastq.gz
C3,flu-seqneut-2026-VIDRL-002_pre-vax,212,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_19_S19_L001_R1_001.fastq.gz
D3,flu-seqneut-2026-VIDRL-002_pre-vax,487,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_20_S20_L001_R1_001.fastq.gz
E3,flu-seqneut-2026-VIDRL-002_pre-vax,1119,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_21_S21_L001_R1_001.fastq.gz
F3,flu-seqneut-2026-VIDRL-002_pre-vax,2575,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_22_S22_L001_R1_001.fastq.gz
G3,flu-seqneut-2026-VIDRL-002_pre-vax,5921,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_23_S23_L001_R1_001.fastq.gz
H3,flu-seqneut-2026-VIDRL-002_pre-vax,13619,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_24_S24_L001_R1_001.fastq.gz
A4,flu-seqneut-2026-VIDRL-002_post-vax,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_25_S25_L001_R1_001.fastq.gz
B4,flu-seqneut-2026-VIDRL-002_post-vax,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_26_S26_L001_R1_001.fastq.gz
C4,flu-seqneut-2026-VIDRL-002_post-vax,212,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_27_S27_L001_R1_001.fastq.gz
D4,flu-seqneut-2026-VIDRL-002_post-vax,487,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_28_S28_L001_R1_001.fastq.gz
E4,flu-seqneut-2026-VIDRL-002_post-vax,1119,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_29_S29_L001_R1_001.fastq.gz
F4,flu-seqneut-2026-VIDRL-002_post-vax,2575,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_30_S30_L001_R1_001.fastq.gz
G4,flu-seqneut-2026-VIDRL-002_post-vax,5921,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_31_S31_L001_R1_001.fastq.gz
