well,serum,dilution_factor,replicate,fastq
A1,flu-seqneut-2026-CTS-027,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_1_S1_L001_R1_001.fastq.gz
B1,flu-seqneut-2026-CTS-027,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_2_S2_L001_R1_001.fastq.gz
C1,flu-seqneut-2026-CTS-027,212,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_3_S3_L001_R1_001.fastq.gz
D1,flu-seqneut-2026-CTS-027,487,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_4_S4_L001_R1_001.fastq.gz
E1,flu-seqneut-2026-CTS-027,1119,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_5_S5_L001_R1_001.fastq.gz
F1,flu-seqneut-2026-CTS-027,2575,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_6_S6_L001_R1_001.fastq.gz
G1,flu-seqneut-2026-CTS-027,5921,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_7_S7_L001_R1_001.fastq.gz
H1,flu-seqneut-2026-CTS-027,13619,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_8_S8_L001_R1_001.fastq.gz
A2,flu-seqneut-2026-CTS-028,40,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_9_S9_L001_R1_001.fastq.gz
B2,flu-seqneut-2026-CTS-028,92,1,/shared/ngs/illumina/bloom_lab/20260824_LH00740_0265_B22LGLKLT1/Unaligned/CK_L1-20260824/Pool1_PlateB_10_S10_L001_R1_001.fastq.gz
